rnb1kbnr/pp1p1pp1/1qp4p/4p3/2P5/4P2P/PP1PBPP1/RNBQK1NR w KQkq - 0 5,48cp,0
rnb1kbnr/pp1p1pp1/1qp4p/4p3/2P5/2N1P2P/PP1PBPP1/R1BQK1NR b KQkq - 1 5,-42cp,0
rnb1kb1r/pp1p1pp1/1qp2n1p/4p3/2P5/2N1P2P/PP1PBPP1/R1BQK1NR w KQkq - 2 6,42cp,0
rnb1kb1r/pp1p1pp1/1qp2n1p/4p3/2P5/2N1PN1P/PP1PBPP1/R1BQK2R b KQkq - 3 6,-56cp,0
rnb1kb1r/pp1p1pp1/1qp2n1p/8/2P1p3/2N1PN1P/PP1PBPP1/R1BQK2R w KQkq - 0 7,63cp,0
rnb1kb1r/pp1p1pp1/1qp2n1p/4N3/2P1p3/2N1P2P/PP1PBPP1/R1BQK2R b KQkq - 1 7,-52cp,0
rnb1k2r/pp1p1pp1/1qp2n1p/4N3/1bP1p3/2N1P2P/PP1PBPP1/R1BQK2R w KQkq - 2 8,63cp,0
rnb1k2r/pp1p1pp1/1qp2n1p/4N3/1bP1p3/2N1P2P/PP1PBPP1/R1BQ1RK1 b kq - 3 8,-39cp,0
rnb1k2r/pp3pp1/1qpp1n1p/4N3/1bP1p3/2N1P2P/PP1PBPP1/R1BQ1RK1 w kq - 0 9,36cp,0
rnb1k2r/pp3pp1/1qpp1n1p/8/1bP1p1N1/2N1P2P/PP1PBPP1/R1BQ1RK1 b kq - 1 9,-34cp,0
rn2k2r/pp3pp1/1qpp1n1p/8/1bP1p1b1/2N1P2P/PP1PBPP1/R1BQ1RK1 w kq - 0 10,33cp,0
rn2k2r/pp3pp1/1qpp1n1p/8/1bP1p1B1/2N1P2P/PP1P1PP1/R1BQ1RK1 b kq - 0 10,-33cp,0
rn3rk1/pp3pp1/1qpp1n1p/8/1bP1p1B1/2N1P2P/PP1P1PP1/R1BQ1RK1 w - - 1 11,24cp,0
rn3rk1/pp3pp1/1qpp1n1p/8/1bP1p1B1/P1N1P2P/1P1P1PP1/R1BQ1RK1 b - - 0 11,-12cp,0
rn3rk1/pp3pp1/1qpp1n1p/8/2P1p1B1/P1b1P2P/1P1P1PP1/R1BQ1RK1 w - - 0 12,5cp,0
