1nbqkbnr/rpp1ppp1/p7/3p3p/PP6/5N1P/2PPPPP1/RNBQKB1R w KQk - 0 5,37cp,0.5
1nbqkbnr/rpp1ppp1/p7/3p3p/PP6/4PN1P/2PP1PP1/RNBQKB1R b KQk - 0 5,-27cp,0.5
2bqkbnr/rpp1ppp1/p1n5/3p3p/PP6/4PN1P/2PP1PP1/RNBQKB1R w KQk - 1 6,31cp,0.5
2bqkbnr/rpp1ppp1/p1n5/3p3p/PP6/B3PN1P/2PP1PP1/RN1QKB1R b KQk - 2 6,-47cp,0.5
2bqkbnr/rpp2pp1/p1n1p3/3p3p/PP6/B3PN1P/2PP1PP1/RN1QKB1R w KQk - 0 7,36cp,0.5
2bqkbnr/rpp2pp1/p1n1p3/1P1p3p/P7/B3PN1P/2PP1PP1/RN1QKB1R b KQk - 0 7,-45cp,0.5
2bqk1nr/rpp2pp1/p1n1p3/1P1p3p/P7/b3PN1P/2PP1PP1/RN1QKB1R w KQk - 0 8,42cp,0.5
2bqk1nr/rpp2pp1/p1n1p3/1P1p3p/P7/N3PN1P/2PP1PP1/R2QKB1R b KQk - 0 8,-42cp,0.5
2bqk1nr/rpp1npp1/p3p3/1P1p3p/P7/N3PN1P/2PP1PP1/R2QKB1R w KQk - 1 9,42cp,0.5
2bqk1nr/rpp1npp1/p3p3/1P1p3p/P7/N3PN1P/2PPBPP1/R2QK2R b KQk - 2 9,-42cp,0.5
2bqk2r/rpp1npp1/p3pn2/1P1p3p/P7/N3PN1P/2PPBPP1/R2QK2R w KQk - 3 10,42cp,0.5
2bqk2r/rpp1npp1/p3pn2/1P1p3p/P7/N3PN1P/2PPBPP1/R2Q1RK1 b k - 4 10,-42cp,0.5
2bq1rk1/rpp1npp1/p3pn2/1P1p3p/P7/N3PN1P/2PPBPP1/R2Q1RK1 w - - 5 11,42cp,0.5
2bq1rk1/rpp1npp1/p3pn2/1P1p3p/P2P4/N3PN1P/2P1BPP1/R2Q1RK1 b - - 0 11,-44cp,0.5
2bq1rk1/rpp2pp1/p3pnn1/1P1p3p/P2P4/N3PN1P/2P1BPP1/R2Q1RK1 w - - 1 12,57cp,0.5
2bq1rk1/rpp2pp1/p3pnn1/1P1pN2p/P2P4/N3P2P/2P1BPP1/R2Q1RK1 b - - 2 12,-60cp,0.5
2b2rk1/rpp2pp1/p2qpnn1/1P1pN2p/P2P4/N3P2P/2P1BPP1/R2Q1RK1 w - - 3 13,60cp,0.5
2b2rk1/rpp2pp1/p2qpnn1/1P1pN2p/P1PP4/N3P2P/4BPP1/R2Q1RK1 b - - 0 13,-63cp,0.5
